HomeTeam,AwayTeam,Year,HomeGoals,AwayGoals,TotalGoals,HomeFifaRank,HomeFifaPoints,HomeGoalsScoredLast4Y,HomeGoalsReceivedLast4Y,HomeWinsLast4Y,HomeLossesLast4Y,HomeDrawsLast4Y,HomeIsHost,HomeSquadMarketValueEur,HomeSquadAvgAge,HomeWorldCupTitlesBefore,AwayFifaRank,AwayFifaPoints,AwayGoalsScoredLast4Y,AwayGoalsReceivedLast4Y,AwayWinsLast4Y,AwayLossesLast4Y,AwayDrawsLast4Y,AwayIsHost,AwaySquadMarketValueEur,AwaySquadAvgAge,AwayWorldCupTitlesBefore,SameContinent,DiffFifaRank,DiffFifaPoints,DiffGoalsScoredLast4Y,DiffGoalsReceivedLast4Y,DiffWinsLast4Y,DiffLossesLast4Y,DiffDrawsLast4Y,DiffSquadMarketValueEur,DiffSquadAvgAge,DiffWorldCupTitlesBefore,DiffIsHost
Brazil,Costa Rica,2018,2,0,2,2.0,1430.0,95.0,22.0,33.0,4.0,8.0,0.0,980020000.0,28.6,5.0,23.0,884.0,70.0,59.0,21.0,15.0,13.0,0.0,39960000.0,29.78,0.0,0.0,-21.0,546.0,25.0,-37.0,12.0,-11.0,-5.0,940060000.0,-1.1799999999999997,5.0,0.0
Serbia,Switzerland,2018,1,2,3,34.0,750.0,55.0,45.0,16.0,13.0,8.0,0.0,283720000.0,26.76,0.0,6.0,1198.0,75.0,31.0,25.0,8.0,7.0,0.0,217880000.0,27.18,0.0,1.0,28.0,-448.0,-20.0,14.0,-9.0,5.0,1.0,65840000.0,-0.41999999999999815,0.0,0.0
Serbia,Brazil,2018,0,2,2,34.0,750.0,55.0,45.0,16.0,13.0,8.0,0.0,283720000.0,26.76,0.0,2.0,1430.0,95.0,22.0,33.0,4.0,8.0,0.0,980020000.0,28.6,5.0,0.0,32.0,-680.0,-40.0,23.0,-17.0,9.0,0.0,-696300000.0,-1.8399999999999999,-5.0,0.0
Switzerland,Costa Rica,2018,2,2,4,6.0,1198.0,75.0,31.0,25.0,8.0,7.0,0.0,217880000.0,27.18,0.0,23.0,884.0,70.0,59.0,21.0,15.0,13.0,0.0,39960000.0,29.78,0.0,0.0,-17.0,314.0,5.0,-28.0,4.0,-7.0,-6.0,177920000.0,-2.6000000000000014,0.0,0.0
Germany,Mexico,2018,0,1,1,1.0,1558.0,111.0,46.0,30.0,10.0,10.0,0.0,882120000.0,27.14,4.0,15.0,989.0,107.0,67.0,37.0,12.0,18.0,0.0,152150000.0,29.24,0.0,0.0,-14.0,569.0,4.0,-21.0,-7.0,-2.0,-8.0,729970000.0,-2.099999999999998,4.0,0.0
Sweden,South Korea,2018,1,0,1,24.0,879.0,71.0,40.0,20.0,13.0,15.0,0.0,119640000.0,28.24,0.0,57.0,543.0,92.0,51.0,33.0,14.0,11.0,0.0,87430000.0,27.79,0.0,0.0,-33.0,336.0,-21.0,-11.0,-13.0,-1.0,4.0,32210000.0,0.4499999999999993,0.0,0.0
South Korea,Mexico,2018,1,2,3,57.0,543.0,92.0,51.0,33.0,14.0,11.0,0.0,87430000.0,27.79,0.0,15.0,989.0,107.0,67.0,37.0,12.0,18.0,0.0,152150000.0,29.24,0.0,0.0,42.0,-446.0,-15.0,-16.0,-4.0,2.0,-7.0,-64720000.0,-1.4499999999999993,0.0,0.0
Germany,Sweden,2018,2,1,3,1.0,1558.0,111.0,46.0,30.0,10.0,10.0,0.0,882120000.0,27.14,4.0,24.0,879.0,71.0,40.0,20.0,13.0,15.0,0.0,119640000.0,28.24,0.0,1.0,-23.0,679.0,40.0,6.0,10.0,-3.0,-5.0,762480000.0,-1.0999999999999979,4.0,0.0
South Korea,Germany,2018,2,0,2,57.0,543.0,92.0,51.0,33.0,14.0,11.0,0.0,87430000.0,27.79,0.0,1.0,1558.0,111.0,46.0,30.0,10.0,10.0,0.0,882120000.0,27.14,4.0,0.0,56.0,-1015.0,-19.0,5.0,3.0,4.0,1.0,-794690000.0,0.6499999999999986,-4.0,0.0
Mexico,Sweden,2018,0,3,3,15.0,989.0,107.0,67.0,37.0,12.0,18.0,0.0,152150000.0,29.24,0.0,24.0,879.0,71.0,40.0,20.0,13.0,15.0,0.0,119640000.0,28.24,0.0,0.0,-9.0,110.0,36.0,27.0,17.0,-1.0,3.0,32510000.0,1.0,0.0,0.0
Belgium,Panama,2018,3,0,3,3.0,1298.0,116.0,38.0,30.0,5.0,8.0,0.0,753250000.0,27.59,0.0,55.0,571.0,58.0,62.0,17.0,18.0,17.0,0.0,6270000.0,28.87,0.0,0.0,-52.0,727.0,58.0,-24.0,13.0,-13.0,-9.0,746980000.0,-1.2800000000000011,0.0,0.0
Tunisia,England,2018,1,2,3,21.0,909.0,66.0,44.0,21.0,10.0,14.0,0.0,58820000.0,26.53,0.0,12.0,1050.0,79.0,28.0,29.0,5.0,10.0,0.0,873130000.0,26.05,1.0,0.0,9.0,-141.0,-13.0,16.0,-8.0,5.0,4.0,-814310000.0,0.4800000000000004,-1.0,0.0
Belgium,Tunisia,2018,5,2,7,3.0,1298.0,116.0,38.0,30.0,5.0,8.0,0.0,753250000.0,27.59,0.0,21.0,909.0,66.0,44.0,21.0,10.0,14.0,0.0,58820000.0,26.53,0.0,0.0,-18.0,389.0,50.0,-6.0,9.0,-5.0,-6.0,694430000.0,1.0599999999999987,0.0,0.0
England,Panama,2018,6,1,7,12.0,1050.0,79.0,28.0,29.0,5.0,10.0,0.0,873130000.0,26.05,1.0,55.0,571.0,58.0,62.0,17.0,18.0,17.0,0.0,6270000.0,28.87,0.0,0.0,-43.0,479.0,21.0,-34.0,12.0,-13.0,-7.0,866860000.0,-2.8200000000000003,1.0,0.0
England,Belgium,2018,0,1,1,12.0,1050.0,79.0,28.0,29.0,5.0,10.0,0.0,873130000.0,26.05,1.0,3.0,1298.0,116.0,38.0,30.0,5.0,8.0,0.0,753250000.0,27.59,0.0,1.0,9.0,-248.0,-37.0,-10.0,-1.0,0.0,2.0,119880000.0,-1.5399999999999991,1.0,0.0
Panama,Tunisia,2018,1,2,3,55.0,571.0,58.0,62.0,17.0,18.0,17.0,0.0,6270000.0,28.87,0.0,21.0,909.0,66.0,44.0,21.0,10.0,14.0,0.0,58820000.0,26.53,0.0,0.0,34.0,-338.0,-8.0,18.0,-4.0,8.0,3.0,-52550000.0,2.34,0.0,0.0
Colombia,Japan,2018,1,2,3,16.0,985.0,57.0,37.0,19.0,11.0,13.0,0.0,250850000.0,28.39,0.0,61.0,520.0,107.0,50.0,28.0,12.0,11.0,0.0,75520000.0,28.58,0.0,0.0,-45.0,465.0,-50.0,-13.0,-9.0,-1.0,2.0,175330000.0,-0.18999999999999773,0.0,0.0
Poland,Senegal,2018,1,2,3,8.0,1182.0,91.0,40.0,22.0,5.0,13.0,0.0,274280000.0,28.31,0.0,27.0,837.0,70.0,25.0,27.0,5.0,13.0,0.0,299200000.0,26.99,0.0,0.0,-19.0,345.0,21.0,15.0,-5.0,0.0,0.0,-24920000.0,1.3200000000000003,0.0,0.0
Japan,Senegal,2018,2,2,4,61.0,520.0,107.0,50.0,28.0,12.0,11.0,0.0,75520000.0,28.58,0.0,27.0,837.0,70.0,25.0,27.0,5.0,13.0,0.0,299200000.0,26.99,0.0,0.0,34.0,-317.0,37.0,25.0,1.0,7.0,-2.0,-223680000.0,1.5899999999999999,0.0,0.0
Poland,Colombia,2018,0,3,3,8.0,1182.0,91.0,40.0,22.0,5.0,13.0,0.0,274280000.0,28.31,0.0,16.0,985.0,57.0,37.0,19.0,11.0,13.0,0.0,250850000.0,28.39,0.0,0.0,-8.0,197.0,34.0,3.0,3.0,-6.0,0.0,23430000.0,-0.08000000000000185,0.0,0.0
Japan,Poland,2018,0,1,1,61.0,520.0,107.0,50.0,28.0,12.0,11.0,0.0,75520000.0,28.58,0.0,8.0,1182.0,91.0,40.0,22.0,5.0,13.0,0.0,274280000.0,28.31,0.0,0.0,53.0,-662.0,16.0,10.0,6.0,7.0,-2.0,-198760000.0,0.2699999999999996,0.0,0.0
Senegal,Colombia,2018,0,1,1,27.0,837.0,70.0,25.0,27.0,5.0,13.0,0.0,299200000.0,26.99,0.0,16.0,985.0,57.0,37.0,19.0,11.0,13.0,0.0,250850000.0,28.39,0.0,0.0,11.0,-148.0,13.0,-12.0,8.0,-6.0,0.0,48350000.0,-1.4000000000000021,0.0,0.0
Netherlands,United States,2022,3,1,4,8.0,1694.51,111.0,44.0,30.0,7.0,11.0,0.0,587250000.0,26.6,0.0,16.0,1627.48,119.0,47.0,37.0,14.0,11.0,0.0,277400000.0,25.2,0.0,0.0,-8.0,67.02999999999997,-8.0,-3.0,-7.0,-7.0,0.0,309850000.0,1.4000000000000021,0.0,0.0
Argentina,Australia,2022,2,1,3,3.0,1773.88,98.0,27.0,33.0,4.0,13.0,0.0,645200000.0,27.8,2.0,38.0,1488.72,69.0,19.0,21.0,6.0,6.0,0.0,38400000.0,27.5,0.0,0.0,-35.0,285.1600000000001,29.0,8.0,12.0,-2.0,7.0,606800000.0,0.3000000000000007,2.0,0.0
France,Poland,2022,3,1,4,4.0,1759.78,101.0,40.0,31.0,6.0,12.0,0.0,1030000000.0,26.5,2.0,26.0,1548.59,83.0,53.0,22.0,14.0,12.0,0.0,255600000.0,27.0,0.0,1.0,-22.0,211.19000000000005,18.0,-13.0,9.0,-8.0,0.0,774400000.0,-0.5,2.0,0.0
England,Senegal,2022,3,0,3,5.0,1728.47,122.0,34.0,33.0,8.0,10.0,0.0,1260000000.0,26.4,1.0,18.0,1584.59,82.0,33.0,33.0,6.0,13.0,0.0,228000000.0,26.1,0.0,0.0,-13.0,143.8800000000001,40.0,1.0,0.0,2.0,-3.0,1032000000.0,0.29999999999999716,1.0,0.0
Japan,Croatia,2022,1,1,2,24.0,1559.54,127.0,40.0,39.0,11.0,8.0,0.0,154000000.0,27.8,0.0,12.0,1645.64,82.0,64.0,24.0,14.0,11.0,0.0,377000000.0,27.4,0.0,0.0,12.0,-86.10000000000014,45.0,-24.0,15.0,-3.0,-3.0,-223000000.0,0.40000000000000213,0.0,0.0
Brazil,South Korea,2022,4,1,5,1.0,1841.3,111.0,19.0,37.0,3.0,10.0,0.0,1140000000.0,27.9,5.0,28.0,1530.3,95.0,38.0,34.0,7.0,12.0,0.0,164480000.0,27.8,0.0,0.0,-27.0,311.0,16.0,-19.0,3.0,-4.0,-2.0,975520000.0,0.09999999999999787,5.0,0.0
Morocco,Spain,2022,0,0,0,22.0,1563.5,89.0,30.0,32.0,6.0,12.0,0.0,241100000.0,26.2,0.0,7.0,1715.22,115.0,38.0,31.0,6.0,14.0,0.0,877000000.0,25.3,1.0,0.0,15.0,-151.72000000000003,-26.0,-8.0,1.0,0.0,-2.0,-635900000.0,0.8999999999999986,-1.0,0.0
Portugal,Switzerland,2022,6,1,7,9.0,1676.56,108.0,34.0,30.0,7.0,12.0,0.0,937000000.0,26.8,0.0,15.0,1635.92,90.0,57.0,22.0,15.0,13.0,0.0,281000000.0,27.0,0.0,1.0,-6.0,40.63999999999987,18.0,-23.0,8.0,-8.0,-1.0,656000000.0,-0.1999999999999993,0.0,0.0
Croatia,Brazil,2022,1,1,2,12.0,1645.64,82.0,64.0,24.0,14.0,11.0,0.0,377000000.0,27.4,0.0,1.0,1841.3,111.0,19.0,37.0,3.0,10.0,0.0,1140000000.0,27.9,5.0,0.0,11.0,-195.65999999999985,-29.0,45.0,-13.0,11.0,1.0,-763000000.0,-0.5,-5.0,0.0
Netherlands,Argentina,2022,2,2,4,8.0,1694.51,111.0,44.0,30.0,7.0,11.0,0.0,587250000.0,26.6,0.0,3.0,1773.88,98.0,27.0,33.0,4.0,13.0,0.0,645200000.0,27.8,2.0,0.0,5.0,-79.37000000000012,13.0,17.0,-3.0,3.0,-2.0,-57950000.0,-1.1999999999999993,-2.0,0.0
Morocco,Portugal,2022,1,0,1,22.0,1563.5,89.0,30.0,32.0,6.0,12.0,0.0,241100000.0,26.2,0.0,9.0,1676.56,108.0,34.0,30.0,7.0,12.0,0.0,937000000.0,26.8,0.0,0.0,13.0,-113.05999999999995,-19.0,-4.0,2.0,-1.0,0.0,-695900000.0,-0.6000000000000014,0.0,0.0
England,France,2022,1,2,3,5.0,1728.47,122.0,34.0,33.0,8.0,10.0,0.0,1260000000.0,26.4,1.0,4.0,1759.78,101.0,40.0,31.0,6.0,12.0,0.0,1030000000.0,26.5,2.0,1.0,1.0,-31.309999999999945,21.0,-6.0,2.0,2.0,-2.0,230000000.0,-0.10000000000000142,-1.0,0.0
Argentina,Croatia,2022,3,0,3,3.0,1773.88,98.0,27.0,33.0,4.0,13.0,0.0,645200000.0,27.8,2.0,12.0,1645.64,82.0,64.0,24.0,14.0,11.0,0.0,377000000.0,27.4,0.0,0.0,-9.0,128.24,16.0,-37.0,9.0,-10.0,2.0,268200000.0,0.40000000000000213,2.0,0.0
France,Morocco,2022,2,0,2,4.0,1759.78,101.0,40.0,31.0,6.0,12.0,0.0,1030000000.0,26.5,2.0,22.0,1563.5,89.0,30.0,32.0,6.0,12.0,0.0,241100000.0,26.2,0.0,0.0,-18.0,196.27999999999997,12.0,10.0,-1.0,0.0,0.0,788900000.0,0.3000000000000007,2.0,0.0
Croatia,Morocco,2022,2,1,3,12.0,1645.64,82.0,64.0,24.0,14.0,11.0,0.0,377000000.0,27.4,0.0,22.0,1563.5,89.0,30.0,32.0,6.0,12.0,0.0,241100000.0,26.2,0.0,0.0,-10.0,82.1400000000001,-7.0,34.0,-8.0,8.0,-1.0,135900000.0,1.1999999999999993,0.0,0.0
Argentina,France,2022,3,3,6,3.0,1773.88,98.0,27.0,33.0,4.0,13.0,0.0,645200000.0,27.8,2.0,4.0,1759.78,101.0,40.0,31.0,6.0,12.0,0.0,1030000000.0,26.5,2.0,0.0,-1.0,14.100000000000136,-3.0,-13.0,2.0,-2.0,1.0,-384800000.0,1.3000000000000007,0.0,0.0
Qatar,Ecuador,2022,0,2,2,50.0,1439.89,113.0,70.0,38.0,18.0,11.0,1.0,14900000.0,27.0,0.0,44.0,1464.39,64.0,56.0,18.0,15.0,17.0,0.0,146500000.0,25.6,0.0,0.0,6.0,-24.5,49.0,14.0,20.0,3.0,-6.0,-131600000.0,1.3999999999999986,0.0,1.0
Senegal,Netherlands,2022,0,2,2,18.0,1584.59,82.0,33.0,33.0,6.0,13.0,0.0,228000000.0,26.1,0.0,8.0,1694.51,111.0,44.0,30.0,7.0,11.0,0.0,587250000.0,26.6,0.0,0.0,10.0,-109.92000000000007,-29.0,-11.0,3.0,-1.0,2.0,-359250000.0,-0.5,0.0,0.0
Qatar,Senegal,2022,1,3,4,50.0,1439.89,113.0,70.0,38.0,18.0,11.0,1.0,14900000.0,27.0,0.0,18.0,1584.59,82.0,33.0,33.0,6.0,13.0,0.0,228000000.0,26.1,0.0,0.0,32.0,-144.69999999999982,31.0,37.0,5.0,12.0,-2.0,-213100000.0,0.8999999999999986,0.0,1.0
Netherlands,Ecuador,2022,1,1,2,8.0,1694.51,111.0,44.0,30.0,7.0,11.0,0.0,587250000.0,26.6,0.0,44.0,1464.39,64.0,56.0,18.0,15.0,17.0,0.0,146500000.0,25.6,0.0,0.0,-36.0,230.1199999999999,47.0,-12.0,12.0,-8.0,-6.0,440750000.0,1.0,0.0,0.0
Ecuador,Senegal,2022,1,2,3,44.0,1464.39,64.0,56.0,18.0,15.0,17.0,0.0,146500000.0,25.6,0.0,18.0,1584.59,82.0,33.0,33.0,6.0,13.0,0.0,228000000.0,26.1,0.0,0.0,26.0,-120.19999999999982,-18.0,23.0,-15.0,9.0,4.0,-81500000.0,-0.5,0.0,0.0
Netherlands,Qatar,2022,2,0,2,8.0,1694.51,111.0,44.0,30.0,7.0,11.0,0.0,587250000.0,26.6,0.0,50.0,1439.89,113.0,70.0,38.0,18.0,11.0,1.0,14900000.0,27.0,0.0,0.0,-42.0,254.6199999999999,-2.0,-26.0,-8.0,-11.0,0.0,572350000.0,-0.3999999999999986,0.0,-1.0
England,Iran,2022,6,2,8,5.0,1728.47,122.0,34.0,33.0,8.0,10.0,0.0,1260000000.0,26.4,1.0,20.0,1564.61,86.0,22.0,28.0,6.0,6.0,0.0,59530000.0,28.9,0.0,0.0,-15.0,163.86000000000013,36.0,12.0,5.0,2.0,4.0,1200470000.0,-2.5,1.0,0.0
United States,Wales,2022,1,1,2,16.0,1627.48,119.0,47.0,37.0,14.0,11.0,0.0,277400000.0,25.2,0.0,19.0,1569.82,54.0,51.0,21.0,16.0,12.0,0.0,160150000.0,26.4,0.0,0.0,-3.0,57.66000000000008,65.0,-4.0,16.0,-2.0,-1.0,117250000.0,-1.1999999999999993,0.0,0.0
Wales,Iran,2022,0,2,2,19.0,1569.82,54.0,51.0,21.0,16.0,12.0,0.0,160150000.0,26.4,0.0,20.0,1564.61,86.0,22.0,28.0,6.0,6.0,0.0,59530000.0,28.9,0.0,0.0,-1.0,5.210000000000036,-32.0,29.0,-7.0,10.0,6.0,100620000.0,-2.5,0.0,0.0
England,United States,2022,0,0,0,5.0,1728.47,122.0,34.0,33.0,8.0,10.0,0.0,1260000000.0,26.4,1.0,16.0,1627.48,119.0,47.0,37.0,14.0,11.0,0.0,277400000.0,25.2,0.0,0.0,-11.0,100.99000000000001,3.0,-13.0,-4.0,-6.0,-1.0,982600000.0,1.1999999999999993,1.0,0.0
Wales,England,2022,0,3,3,19.0,1569.82,54.0,51.0,21.0,16.0,12.0,0.0,160150000.0,26.4,0.0,5.0,1728.47,122.0,34.0,33.0,8.0,10.0,0.0,1260000000.0,26.4,1.0,1.0,14.0,-158.6500000000001,-68.0,17.0,-12.0,8.0,2.0,-1099850000.0,0.0,-1.0,0.0
Iran,United States,2022,0,1,1,20.0,1564.61,86.0,22.0,28.0,6.0,6.0,0.0,59530000.0,28.9,0.0,16.0,1627.48,119.0,47.0,37.0,14.0,11.0,0.0,277400000.0,25.2,0.0,0.0,4.0,-62.87000000000012,-33.0,-25.0,-9.0,-8.0,-5.0,-217870000.0,3.6999999999999993,0.0,0.0
Argentina,Saudi Arabia,2022,1,2,3,3.0,1773.88,98.0,27.0,33.0,4.0,13.0,0.0,645200000.0,27.8,2.0,51.0,1437.78,68.0,44.0,24.0,15.0,17.0,0.0,25200000.0,27.3,0.0,0.0,-48.0,336.10000000000014,30.0,-17.0,9.0,-11.0,-4.0,620000000.0,0.5,2.0,0.0
Mexico,Poland,2022,0,0,0,13.0,1644.89,115.0,64.0,39.0,16.0,13.0,0.0,176100000.0,28.5,0.0,26.0,1548.59,83.0,53.0,22.0,14.0,12.0,0.0,255600000.0,27.0,0.0,0.0,-13.0,96.30000000000018,32.0,11.0,17.0,2.0,1.0,-79500000.0,1.5,0.0,0.0
Poland,Saudi Arabia,2022,2,0,2,26.0,1548.59,83.0,53.0,22.0,14.0,12.0,0.0,255600000.0,27.0,0.0,51.0,1437.78,68.0,44.0,24.0,15.0,17.0,0.0,25200000.0,27.3,0.0,0.0,-25.0,110.80999999999995,15.0,9.0,-2.0,-1.0,-5.0,230400000.0,-0.3000000000000007,0.0,0.0
Argentina,Mexico,2022,2,0,2,3.0,1773.88,98.0,27.0,33.0,4.0,13.0,0.0,645200000.0,27.8,2.0,13.0,1644.89,115.0,64.0,39.0,16.0,13.0,0.0,176100000.0,28.5,0.0,0.0,-10.0,128.99,-17.0,-37.0,-6.0,-12.0,0.0,469100000.0,-0.6999999999999993,2.0,0.0
Poland,Argentina,2022,0,2,2,26.0,1548.59,83.0,53.0,22.0,14.0,12.0,0.0,255600000.0,27.0,0.0,3.0,1773.88,98.0,27.0,33.0,4.0,13.0,0.0,645200000.0,27.8,2.0,0.0,23.0,-225.2900000000002,-15.0,26.0,-11.0,10.0,-1.0,-389600000.0,-0.8000000000000007,-2.0,0.0
Saudi Arabia,Mexico,2022,1,2,3,51.0,1437.78,68.0,44.0,24.0,15.0,17.0,0.0,25200000.0,27.3,0.0,13.0,1644.89,115.0,64.0,39.0,16.0,13.0,0.0,176100000.0,28.5,0.0,0.0,38.0,-207.11000000000013,-47.0,-20.0,-15.0,-1.0,4.0,-150900000.0,-1.1999999999999993,0.0,0.0
Denmark,Tunisia,2022,0,0,0,10.0,1666.57,108.0,39.0,31.0,10.0,9.0,0.0,353000000.0,27.2,0.0,30.0,1507.54,84.0,39.0,33.0,14.0,10.0,0.0,62400000.0,27.8,0.0,0.0,-20.0,159.02999999999997,24.0,0.0,-2.0,-4.0,-1.0,290600000.0,-0.6000000000000014,0.0,0.0
France,Australia,2022,4,1,5,4.0,1759.78,101.0,40.0,31.0,6.0,12.0,0.0,1030000000.0,26.5,2.0,38.0,1488.72,69.0,19.0,21.0,6.0,6.0,0.0,38400000.0,27.5,0.0,0.0,-34.0,271.05999999999995,32.0,21.0,10.0,0.0,6.0,991600000.0,-1.0,2.0,0.0
Tunisia,Australia,2022,0,1,1,30.0,1507.54,84.0,39.0,33.0,14.0,10.0,0.0,62400000.0,27.8,0.0,38.0,1488.72,69.0,19.0,21.0,6.0,6.0,0.0,38400000.0,27.5,0.0,0.0,-8.0,18.819999999999936,15.0,20.0,12.0,8.0,4.0,24000000.0,0.3000000000000007,0.0,0.0
France,Denmark,2022,2,1,3,4.0,1759.78,101.0,40.0,31.0,6.0,12.0,0.0,1030000000.0,26.5,2.0,10.0,1666.57,108.0,39.0,31.0,10.0,9.0,0.0,353000000.0,27.2,0.0,1.0,-6.0,93.21000000000004,-7.0,1.0,0.0,-4.0,3.0,677000000.0,-0.6999999999999993,2.0,0.0
Australia,Denmark,2022,1,0,1,38.0,1488.72,69.0,19.0,21.0,6.0,6.0,0.0,38400000.0,27.5,0.0,10.0,1666.57,108.0,39.0,31.0,10.0,9.0,0.0,353000000.0,27.2,0.0,0.0,28.0,-177.8499999999999,-39.0,-20.0,-10.0,-4.0,-3.0,-314600000.0,0.3000000000000007,0.0,0.0
Tunisia,France,2022,1,0,1,30.0,1507.54,84.0,39.0,33.0,14.0,10.0,0.0,62400000.0,27.8,0.0,4.0,1759.78,101.0,40.0,31.0,6.0,12.0,0.0,1030000000.0,26.5,2.0,0.0,26.0,-252.24,-17.0,-1.0,2.0,8.0,-2.0,-967600000.0,1.3000000000000007,-2.0,0.0
Germany,Japan,2022,1,2,3,11.0,1650.21,120.0,57.0,26.0,8.0,15.0,0.0,885500000.0,26.7,4.0,24.0,1559.54,127.0,40.0,39.0,11.0,8.0,0.0,154000000.0,27.8,0.0,0.0,-13.0,90.67000000000007,-7.0,17.0,-13.0,-3.0,7.0,731500000.0,-1.1000000000000014,4.0,0.0
Spain,Costa Rica,2022,7,0,7,7.0,1715.22,115.0,38.0,31.0,6.0,14.0,0.0,877000000.0,25.3,1.0,31.0,1503.59,55.0,58.0,20.0,20.0,14.0,0.0,18750000.0,27.2,0.0,0.0,-24.0,211.6300000000001,60.0,-20.0,11.0,-14.0,0.0,858250000.0,-1.8999999999999986,1.0,0.0
Japan,Costa Rica,2022,0,1,1,24.0,1559.54,127.0,40.0,39.0,11.0,8.0,0.0,154000000.0,27.8,0.0,31.0,1503.59,55.0,58.0,20.0,20.0,14.0,0.0,18750000.0,27.2,0.0,0.0,-7.0,55.950000000000045,72.0,-18.0,19.0,-9.0,-6.0,135250000.0,0.6000000000000014,0.0,0.0
Spain,Germany,2022,1,1,2,7.0,1715.22,115.0,38.0,31.0,6.0,14.0,0.0,877000000.0,25.3,1.0,11.0,1650.21,120.0,57.0,26.0,8.0,15.0,0.0,885500000.0,26.7,4.0,1.0,-4.0,65.00999999999999,-5.0,-19.0,5.0,-2.0,-1.0,-8500000.0,-1.3999999999999986,-3.0,0.0
Japan,Spain,2022,2,1,3,24.0,1559.54,127.0,40.0,39.0,11.0,8.0,0.0,154000000.0,27.8,0.0,7.0,1715.22,115.0,38.0,31.0,6.0,14.0,0.0,877000000.0,25.3,1.0,0.0,17.0,-155.68000000000006,12.0,2.0,8.0,5.0,-6.0,-723000000.0,2.5,-1.0,0.0
Costa Rica,Germany,2022,2,4,6,31.0,1503.59,55.0,58.0,20.0,20.0,14.0,0.0,18750000.0,27.2,0.0,11.0,1650.21,120.0,57.0,26.0,8.0,15.0,0.0,885500000.0,26.7,4.0,0.0,20.0,-146.62000000000012,-65.0,1.0,-6.0,12.0,-1.0,-866750000.0,0.5,-4.0,0.0
Morocco,Croatia,2022,0,0,0,22.0,1563.5,89.0,30.0,32.0,6.0,12.0,0.0,241100000.0,26.2,0.0,12.0,1645.64,82.0,64.0,24.0,14.0,11.0,0.0,377000000.0,27.4,0.0,0.0,10.0,-82.1400000000001,7.0,-34.0,8.0,-8.0,1.0,-135900000.0,-1.1999999999999993,0.0,0.0
Belgium,Canada,2022,1,0,1,2.0,1816.71,129.0,45.0,35.0,8.0,7.0,0.0,563200000.0,27.8,0.0,41.0,1475.0,126.0,34.0,31.0,10.0,5.0,0.0,187300000.0,26.9,0.0,0.0,-39.0,341.71000000000004,3.0,11.0,4.0,-2.0,2.0,375900000.0,0.9000000000000021,0.0,0.0
Belgium,Morocco,2022,0,2,2,2.0,1816.71,129.0,45.0,35.0,8.0,7.0,0.0,563200000.0,27.8,0.0,22.0,1563.5,89.0,30.0,32.0,6.0,12.0,0.0,241100000.0,26.2,0.0,0.0,-20.0,253.21000000000004,40.0,15.0,3.0,2.0,-5.0,322100000.0,1.6000000000000014,0.0,0.0
Croatia,Canada,2022,4,1,5,12.0,1645.64,82.0,64.0,24.0,14.0,11.0,0.0,377000000.0,27.4,0.0,41.0,1475.0,126.0,34.0,31.0,10.0,5.0,0.0,187300000.0,26.9,0.0,0.0,-29.0,170.6400000000001,-44.0,30.0,-7.0,4.0,6.0,189700000.0,0.5,0.0,0.0
Croatia,Belgium,2022,0,0,0,12.0,1645.64,82.0,64.0,24.0,14.0,11.0,0.0,377000000.0,27.4,0.0,2.0,1816.71,129.0,45.0,35.0,8.0,7.0,0.0,563200000.0,27.8,0.0,1.0,10.0,-171.06999999999994,-47.0,19.0,-11.0,6.0,4.0,-186200000.0,-0.40000000000000213,0.0,0.0
Canada,Morocco,2022,1,2,3,41.0,1475.0,126.0,34.0,31.0,10.0,5.0,0.0,187300000.0,26.9,0.0,22.0,1563.5,89.0,30.0,32.0,6.0,12.0,0.0,241100000.0,26.2,0.0,0.0,19.0,-88.5,37.0,4.0,-1.0,4.0,-7.0,-53800000.0,0.6999999999999993,0.0,0.0
Switzerland,Cameroon,2022,1,0,1,15.0,1635.92,90.0,57.0,22.0,15.0,13.0,0.0,281000000.0,27.0,0.0,43.0,1471.44,52.0,30.0,19.0,8.0,16.0,0.0,155000000.0,26.3,0.0,0.0,-28.0,164.48000000000002,38.0,27.0,3.0,7.0,-3.0,126000000.0,0.6999999999999993,0.0,0.0
Brazil,Serbia,2022,2,0,2,1.0,1841.3,111.0,19.0,37.0,3.0,10.0,0.0,1140000000.0,27.9,5.0,21.0,1563.62,88.0,51.0,25.0,7.0,15.0,0.0,359500000.0,26.8,0.0,0.0,-20.0,277.68000000000006,23.0,-32.0,12.0,-4.0,-5.0,780500000.0,1.0999999999999979,5.0,0.0
Cameroon,Serbia,2022,3,3,6,43.0,1471.44,52.0,30.0,19.0,8.0,16.0,0.0,155000000.0,26.3,0.0,21.0,1563.62,88.0,51.0,25.0,7.0,15.0,0.0,359500000.0,26.8,0.0,0.0,22.0,-92.17999999999984,-36.0,-21.0,-6.0,1.0,1.0,-204500000.0,-0.5,0.0,0.0
Brazil,Switzerland,2022,1,0,1,1.0,1841.3,111.0,19.0,37.0,3.0,10.0,0.0,1140000000.0,27.9,5.0,15.0,1635.92,90.0,57.0,22.0,15.0,13.0,0.0,281000000.0,27.0,0.0,0.0,-14.0,205.37999999999988,21.0,-38.0,15.0,-12.0,-3.0,859000000.0,0.8999999999999986,5.0,0.0
